entity,entity_type,entity_name,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63
11561,Drug,3-Methylthiofentanyl,-0.12984803,0.005449696,0.25112888,-0.006203116,0.0026279865,-0.1295971,-0.13739005,-0.008258386,0.056362957,-0.13833125,-0.15177518,0.07983665,0.21057501,-0.070691004,-0.0039212015,-0.013935085,0.051321626,0.11335181,-0.067083605,-0.18184997,-0.0745786,0.12559527,0.014005017,0.14776191,-0.12543492,-0.15968837,-0.07909715,0.14305104,0.10329679,-0.21468066,0.0293809,-0.05337803,0.09126954,0.21476397,0.023484757,-0.1021906,-0.08836324,-0.009156569,0.039644353,-0.035587158,0.09321465,-0.084005624,-0.09600731,0.023761889,-0.09645144,-0.045211226,0.04475278,-0.017075248,-0.19962479,-0.071603395,0.0037419277,0.048338603,0.110251784,-0.13655941,-0.15904543,-0.1461373,0.10161647,0.087555006,-0.09612337,-0.054315027,-0.045922395,0.25592387,0.14510895,0.0027076206
11562,Drug,Miconazole,0.19777031,-0.14670628,-0.12859477,0.27366903,0.03742704,-0.02031069,-0.017923364,-0.038270593,0.25915015,-0.04031298,0.03355652,-0.16246967,-0.015194048,0.07979338,0.10158969,-0.18434268,-0.098614596,-0.04718717,0.17706574,0.09495338,-0.0697865,-0.106197216,-0.021089427,0.096016556,0.0946528,-0.12629825,-0.16277729,0.06918351,0.16215569,0.0006852003,0.10112613,-0.1421237,-0.028601574,0.2838243,0.04442308,0.041929964,0.04886912,-0.1931994,0.09709666,-0.16705461,0.21478625,-0.103642434,-0.11171044,0.10777726,-0.18499078,-0.05156232,-0.025657978,0.09755639,0.0824318,-0.13702929,-0.13999967,-0.060109016,0.037007857,0.13612115,-0.09540437,-0.03610687,-0.13426623,0.1976719,-0.08859753,0.0063544963,-0.00620163,-0.11842074,0.22906478,-0.07271048
11563,Drug,Naldemedine,-0.21472347,-0.10544281,0.14746684,0.14810246,-0.14564894,-0.16719317,-0.073897935,-0.09777674,0.1342708,-0.07125482,-0.19126403,-0.11819929,0.02364078,0.08560933,-0.05634605,-0.009924038,0.08332466,-0.11345651,0.0018160404,-0.00036084978,-0.17650676,0.10756334,-0.016170844,-0.06690874,-0.17084181,-0.16670316,0.0747852,0.18850431,-0.040243857,0.04327333,-0.06837711,0.14692369,0.15114634,-0.06827326,-0.10224156,-0.055220198,-0.22464484,0.11492923,0.13539349,-0.1040535,0.008569452,-0.12384647,0.040752374,0.013560662,-0.08689122,0.10106005,-0.17465521,0.16175458,-0.01215392,-0.11018544,0.15983972,0.1260611,-0.110993735,0.03519134,-0.053030383,-0.06780573,0.2119334,0.06656785,-0.1197525,-0.15586019,0.014357815,0.10781733,-0.10753307,-0.15296571
11564,Drug,Dolasetron,-0.06562328,0.02830622,0.019105963,0.037915252,-0.07700327,-0.15269302,0.010819,0.08039441,0.18786475,-0.09759895,-0.10048949,0.058480524,-0.042462215,-0.10574322,0.063708134,-0.43515262,0.031468168,0.043599147,0.0018541272,0.28099114,0.020085469,0.08022315,0.21256584,-0.063448906,0.338595,-0.122356996,0.011495902,0.1790626,-0.09462054,-0.10006037,0.046321567,0.12053018,0.02034067,0.18030532,-0.209783,-0.0145368595,0.15129304,-0.0054562227,-0.0663384,-0.124018654,0.038914368,0.015400494,0.0010938523,0.021073334,-0.11028911,-0.03828967,0.14366819,0.00027807165,-0.008940598,0.16357589,-0.17123832,0.10021866,0.06894113,-0.101539895,0.18855363,-0.04675628,0.091237076,0.07782559,-0.053827595,0.16094574,-0.06901302,0.09938243,0.10370294,-0.115248635
11565,Drug,Clopidogrel,-0.10549624,0.16909343,-0.06142676,-0.036719535,-0.07889274,-0.14067802,-0.0805127,0.012209118,0.1302686,-0.25917894,0.016117956,0.14355041,0.05180842,0.11165214,0.10044048,-0.11537587,0.112332426,0.05912123,0.099537276,-0.12579116,-0.08780872,0.09909361,-0.070492424,0.10390549,-0.027521828,-0.16828552,0.1090427,0.07683157,0.22633432,-0.08393643,-0.0664962,0.12928526,0.029394608,0.19762506,-0.05015792,-0.108656645,0.02589837,-0.00016845763,0.102677934,-0.058881447,-0.024240749,-0.121706955,0.115686,0.0644071,-0.06379587,-0.100961246,-0.007096219,-0.02367203,-0.14876345,0.08896163,0.08711683,-0.16056037,0.116015166,0.05854435,-0.113728456,0.15603079,0.15005541,0.002292922,0.087592125,-0.08190177,0.16974051,0.109114714,0.118787065,-0.114967145
11566,Drug,Icatibant,-0.06265474,0.07921153,0.0801735,-0.049696945,-0.09130954,-0.13141555,-0.019108817,0.11080357,-0.08567818,-0.087627426,0.019524852,0.111412674,0.04722809,0.032622527,0.009932669,0.013017701,0.04856295,0.08301112,0.07543822,-0.082256176,-0.22159772,-0.037011307,-0.18007508,-0.031183714,0.0043317345,-0.08895541,0.06536907,0.05436314,0.006173171,-0.078556545,-0.041961707,0.22481254,-0.20843495,0.094427265,-0.049375717,-0.4218967,0.024825778,-0.020502556,-0.027024146,-0.07672615,-0.091088876,-0.033041816,-0.121514,-0.026856989,0.08812827,-0.13255711,0.13853821,-0.078027874,-0.026914086,-0.14699504,0.16971268,0.08820089,-0.054841414,-0.050484054,-0.09813752,0.02430848,0.11619143,0.123183,-0.116450146,-0.075368315,0.20111288,0.16562554,0.34675145,-0.08211756
11567,Drug,Talbutal,0.079152666,-0.06911762,-0.090926744,0.07654977,0.073855534,-0.10585891,0.041011304,-0.044571787,-0.06453901,-0.13105597,-0.08591419,0.01592429,-0.032055918,0.17752916,0.10460446,-0.14261281,0.10078609,0.0799189,0.12798353,0.103529245,-0.07765239,-0.2108346,0.16208516,0.09887657,0.12256056,-0.031914514,-0.16352849,-0.042556588,0.0764672,0.19502033,0.014894863,-0.29757085,-0.14506415,-0.033119142,0.08707853,0.109784186,-0.03191755,-0.19691715,-0.0029929255,0.0881631,0.18255512,0.16739663,-0.15685254,-0.030204078,-0.12763472,0.12790148,0.06269327,-0.06880596,-0.1408318,-0.17619114,-0.029856691,0.10992022,0.12903988,-0.018150166,-0.14365225,-0.08197636,0.11557145,0.16437264,0.075879924,-0.024443934,-0.21443251,0.011152035,0.23226883,0.047588967
11568,Drug,Bexarotene,0.07062161,0.18183482,0.19467624,0.18096328,-0.08429821,-0.1190278,-0.27500045,0.021096058,0.1424388,-0.10922441,0.01581924,0.187706,0.037100196,-0.05377726,-0.12589304,-0.049125776,-0.18399777,-0.0671842,-0.04285427,-0.040460598,0.12527053,0.24395339,0.07616334,0.10983704,-0.011238538,-0.15115292,-0.0051812828,0.051572055,-0.06313221,0.07981074,0.16164628,0.10937497,0.06285323,0.2367292,0.017249407,-0.2573629,-0.072587065,0.19851412,-0.28225055,-0.04744142,0.015482391,0.015856564,0.006348297,-0.007910351,-0.055008467,-0.121364415,-0.08101797,-0.00792534,-0.021580122,-0.0044305464,-0.07822576,-0.14400569,-0.050694797,0.062884875,-0.022341222,0.14550017,0.14070454,-0.13803568,-0.041063566,-0.00738468,0.13752334,0.06668078,-0.010456246,-0.2398021
11569,Drug,Dimethylthiambutene,-0.07645384,-0.29602647,0.018316284,0.26207554,-0.07504718,-0.06176491,-0.21589272,-0.013777725,0.18189046,-0.08942865,-0.08776715,-0.10578579,-0.15207359,0.040515825,-0.020036599,-0.042528953,0.11149021,0.10735755,0.22276425,-0.03026168,-0.10413664,0.119508505,-0.055866648,0.09074712,0.054618575,-0.24610619,0.07548479,0.09276831,-0.20341673,-0.053687394,-0.07577857,-0.041148234,0.18533902,-0.10336604,0.017225375,-0.12113292,0.094898835,0.13686775,-0.106238194,-0.06213164,0.11409605,-0.037506063,0.19521463,0.058845375,-0.13205585,0.08295088,0.07567384,-0.08760605,-0.0841177,-0.13427818,-0.035748187,0.016424896,0.107077315,0.025237039,-0.13875175,0.24273913,0.14280589,-0.12781878,0.033228256,-0.07091201,-0.2108005,0.16364726,0.15254456,-0.053712286
11570,Drug,Lutropin alfa,-0.11237614,-0.10434018,0.19507344,-0.027141184,-0.028999584,-0.12119673,-0.109129205,0.0999333,0.065050006,-0.07990316,-0.14684425,-0.1847953,0.048293035,0.06315165,0.1138104,0.053785488,-0.1504363,-0.038144708,0.23992084,6.434508e-05,0.08071564,0.05540536,-0.10801807,0.104375765,-0.09112866,-0.074351825,-0.0016693869,-0.049401946,0.04852132,-0.13450354,-0.21802846,0.11630379,0.08788218,0.17086096,0.04517949,0.12302137,0.07649743,0.10211505,-0.12741986,-0.01568776,-0.009653418,-0.0016831644,-0.046170287,-0.08902391,-0.120333895,-0.02705454,-0.0013113096,-0.031280976,-0.10868251,-0.034329083,-0.05544249,0.075181015,0.04826092,0.14855015,-0.1511501,0.0701287,0.22092839,0.094725065,0.15071493,-0.1513901,0.054389413,0.1047307,0.09805065,0.005886648
11571,Drug,Trimethaphan,-0.01376991,-0.10173085,-0.10883516,0.14361742,-0.067582935,-0.05577291,-0.057684258,-0.121820904,0.026444394,0.06745793,-0.17284358,0.065673456,-0.06358443,0.124984056,0.14642331,-0.036933687,0.015549265,0.09221119,-0.032389287,0.06927101,-0.0054666316,-0.043441266,-0.020075649,0.01936664,-0.04300551,0.039259084,-0.013932947,0.17224632,-0.06663113,0.0946183,0.15066479,0.029160462,0.123100266,0.06379251,-0.17036076,0.0961693,-0.039030448,0.07338297,0.011188639,0.00866938,-0.07069219,0.1448619,0.05761556,0.14640634,-0.11838466,-0.1318777,-0.1567881,-0.0012670539,0.06734952,-0.0452082,-0.1787523,0.20068455,-0.04062316,0.12010518,0.05346437,-0.23421,0.13684203,0.12291225,-0.13990271,0.053761728,-0.06862202,-0.12814356,0.13345757,-0.041067716
11572,Drug,Amphetamine,-0.15594849,-0.114427224,0.14197573,0.16652264,0.13408709,-0.15373017,-0.11710749,0.08162807,0.0068041626,0.0936024,-0.063323915,-0.31360644,0.14006676,0.14096405,0.025185514,-0.104029246,-0.2022581,0.026882607,0.021083942,0.075018264,-0.01182875,-0.19624305,0.23830079,0.02703598,-0.108687624,-0.040976293,0.10266961,0.057213668,-0.0016494303,0.08449656,-0.058949128,0.1658874,0.10105177,0.063273326,-0.06563726,-0.15368216,0.17961296,-0.044566795,0.05009411,0.07873196,-0.30272892,-0.06250388,0.22074261,-0.025726546,-0.038660012,-0.08676686,-0.00068598345,0.13194814,0.046074577,-0.031755354,-0.050453234,0.0411213,0.18609293,-0.162262,-0.11915687,-0.027746342,0.07426814,0.12700911,0.0077310456,-0.119938,0.02837374,0.10166994,0.0882781,0.01007795
11573,Drug,Pentagastrin,0.036142163,-0.0170377,0.2124756,-0.12153895,0.09494576,-0.020466238,-0.027160838,0.057537924,-0.09293124,-0.01872892,0.0351389,-0.107439846,-0.042251885,-0.20113829,-0.150267,0.1020482,-0.047381487,0.030095141,-0.13537793,-0.060466204,-0.0944995,0.13507009,0.10003203,0.1652246,-0.24327792,-0.15136011,0.2513489,0.08044276,0.01846191,-0.09418918,-0.23301521,0.11555375,0.19470707,0.04864814,0.092761874,-0.17489058,0.043164767,0.059410866,0.022304062,0.043362968,-0.08603835,0.02009714,-0.11419673,-0.10986021,0.16064951,-0.06994896,0.014910443,0.1517294,-0.097780734,-0.1305991,-0.13575242,0.09060144,0.05576289,-0.04608834,-0.12973061,-0.038648922,0.0933972,-0.0029537734,0.1327463,0.045669265,0.07467101,0.08939292,0.028121889,0.091828756
11574,Drug,Metipranolol,-0.09048003,-0.07749076,0.101262406,-0.016797535,-0.06260947,-0.018160958,-0.14878353,0.023893882,0.17713454,-0.09299362,-0.0713622,-0.014847278,0.05903315,0.027507251,0.064791426,0.04635988,-0.2726445,0.032825302,0.13780802,-0.23310806,0.026318666,0.18304661,-0.08672878,-0.1598393,-0.10575398,-0.082887165,-0.23937671,0.047186676,-0.02006444,-0.22056757,-0.027160458,0.06869838,-0.015268896,0.05371333,-0.15384781,-0.06740764,0.12929793,0.19360279,0.0004111597,-0.10156411,0.063918814,-0.09251821,-0.030570604,0.09434084,-0.17386155,-0.13574393,0.070059,0.060464308,-0.1537585,-0.10951188,-0.0036441362,-0.2564705,0.06654786,0.026189145,-0.12826139,-0.12466975,0.21058747,0.059678253,-0.15476248,-0.03013631,-0.015711095,-0.07126683,0.098336264,0.0038255362
11575,Drug,Reteplase,-0.062035516,-0.257908,-0.11854889,0.1728302,-0.11003382,0.14429694,-0.008429227,0.18167388,0.006250765,0.04804032,0.032941032,-0.21095237,-0.16071017,-0.016960766,-0.09569846,0.0873891,-0.09185062,-0.055838667,0.06981792,-0.15924427,-0.22012581,0.14121087,-0.096393384,0.124861024,-0.069292344,0.024291432,0.09281109,-0.2228373,0.22661218,-0.051774174,-0.048025165,0.0644906,0.15815726,-0.023066537,0.055573955,-0.022295862,0.07488765,-0.10884688,0.036063995,-0.1057523,-0.17269255,-0.028204445,0.11380497,-0.073439844,-0.10491692,-0.09079325,0.14432408,-0.11526823,0.014103382,-0.045267634,0.12073816,-0.038370118,0.1412445,0.24639481,0.032180898,-0.019754896,0.21972583,-0.01034514,0.025631903,-0.00090404414,-0.19111665,0.06142214,-0.04970447,0.04930779
11576,Drug,Diazoxide,-0.05469559,-0.13255547,-0.14343967,0.049542714,0.093263306,-0.07381804,0.05113875,-0.02570592,-0.031904534,0.010651722,0.15468413,-0.010443156,-0.15281561,0.2806374,-0.033082746,-0.13480453,0.1637493,-0.07653269,0.073596306,0.1229022,-0.1181011,-0.026384594,-0.11796654,0.32078773,0.06568348,-0.06624164,0.026682936,-0.17672499,0.059344374,-0.005997378,-0.0069837463,0.05679689,-0.17328252,0.053233784,0.03633054,-0.0021353965,0.09418268,0.08659098,-0.16124944,-0.10877444,0.14136316,0.015746122,0.13406776,0.06045064,-0.1936013,-0.08384992,0.10068655,0.22338453,-0.011010552,-0.18547808,0.012799846,-0.12407645,0.12052975,0.1511217,-0.072012424,-0.124147736,-0.007655137,0.25490293,0.13466349,-0.17299387,-0.05740559,-0.18987124,0.02140643,0.17159268
11577,Drug,Clobetasone,-0.1942987,-0.18438867,0.1347684,0.11366824,0.022569023,0.055088133,-0.118435234,0.10383344,0.08364835,0.0466339,0.012417708,-0.119441204,-0.020763014,0.078639865,0.006330418,0.018814681,-0.12349855,0.012123916,0.1499442,0.007857863,0.08273337,0.18143792,0.0013219912,0.05678948,-0.1296342,-0.19811527,-0.08438049,0.057849407,0.018298823,-0.10840108,-0.16754256,0.03485483,0.11537564,0.04501481,-0.054760203,-0.2296855,-0.049530633,0.20890792,0.09375006,0.09293414,0.060121965,-0.16484706,0.060324766,0.06903725,0.05697813,0.010125963,-0.09624005,0.011546493,0.088167384,0.052237168,0.07364996,-0.06120126,-0.012448135,-0.12634172,-0.04801525,-0.0997523,0.05481084,-0.060502596,0.071097486,-0.19473848,-0.14745866,0.01986186,-0.05032887,-0.10905171
11578,Drug,Iloprost,-0.17048824,-0.028109636,0.1560507,0.045580912,-0.09434501,-0.11928766,-0.0620622,0.07671062,0.00544445,-0.108039334,0.07800449,-0.22454421,0.04660379,0.153921,-0.16095196,0.08071637,-0.13001606,-0.027281815,0.19919561,-0.108047985,-0.07838976,0.05381365,0.0025210208,0.1144989,-0.16549587,-0.18141107,0.042432413,0.12446734,0.036523104,0.030823173,-0.06697738,0.10406071,0.0478484,-0.08515786,0.023874966,-0.028336048,0.06360816,0.03448197,-0.23243487,0.13641357,0.10375367,-0.025441159,0.047938876,-0.17281903,-0.08122732,0.0788457,-0.1440668,0.004773987,-0.07637593,-0.17393126,0.08202536,0.16281351,0.066972926,-0.059493247,-0.21171556,-0.014137611,0.3762075,0.07385835,0.0645526,-0.2614703,0.07184451,0.29095387,-0.0030130201,-0.018390803
11579,Drug,Fluoxymesterone,-0.01642843,-0.14980334,-0.04506672,0.2798699,0.02932993,-0.07600329,-0.0034422777,-0.030512454,0.05155264,0.11999987,0.0026696674,0.11810124,-0.17926493,-0.08103033,0.10218102,-0.20356917,0.13859607,0.061423454,0.027245522,-0.06539605,-0.051224902,-0.023411274,0.0013456049,0.20966117,-0.11300044,-0.24035753,0.051115785,0.08998181,0.08805104,-0.1696231,-0.100180216,-0.03490613,-0.16441229,0.18221277,-0.002733013,0.04544458,-0.10194478,0.10812396,0.021018043,0.0140376985,0.050903395,-0.086496234,-0.06072554,0.22156529,-0.12585849,0.12656023,0.22278512,0.28437263,-0.0665096,-0.11972506,-0.11054224,0.0059466744,0.06749226,0.008961343,-0.12941751,-0.057632096,0.1702461,0.09848616,-0.02899557,-0.15188158,-0.023520399,0.056329817,0.13012949,0.14601581
