ID	Type	name
204	BiologicalProcess	"bp(GO:""regulatory T cell differentiation"")"
205	BiologicalProcess	"bp(GO:""phosphatidylinositol 3-kinase signaling"")"
208	BiologicalProcess	"bp(GO:""response to nicotine"")"
211	BiologicalProcess	"bp(MESH:""Calcium Signaling"")"
220	BiologicalProcess	"bp(GOBP:""phagocytosis, engulfment"")"
222	BiologicalProcess	"bp(GOBP:""activation of immune response"")"
223	BiologicalProcess	"bp(GOBP:""calcium-mediated signaling"")"
225	BiologicalProcess	"bp(GOBP:""B cell proliferation"")"
233	BiologicalProcess	"bp(GO:""lipid droplet formation"")"
235	BiologicalProcess	"bp(MESHPP:""PA"")"
241	BiologicalProcess	"bp(GOBP:""protein kinase B signaling"")"
242	BiologicalProcess	"bp(GOBP:""amyloid fibril formation"")"
243	BiologicalProcess	"bp(PMIBP:""neurological decline"")"
244	BiologicalProcess	"bp(GOBP:""mitochondrial genome maintenance"")"
245	BiologicalProcess	"bp(GOBP:""phosphatidylinositol 3-kinase signaling"")"
246	BiologicalProcess	"bp(GOBP:""cell proliferattion"")"
248	BiologicalProcess	"bp(GO:""lipid metabolic process"")"
249	BiologicalProcess	"bp(GO:""regulation of mitochondrial membrane potential"")"
251	BiologicalProcess	"bp(GOBP:""gamma-aminobutyric acid signaling pathway"")"
252	BiologicalProcess	"bp(GOBP:""synaptic transmission, glutamatergic"")"
253	BiologicalProcess	"bp(GOBP:""regulation of adenosine receptor signaling pathway"")"
254	BiologicalProcess	"bp(GOBP:""mitochondrial electron transport, cytochrome c to oxygen"")"
255	BiologicalProcess	"bp(GO:""autophagy"")"
256	BiologicalProcess	"bp(GO:""amyloid-beta formation"")"
257	BiologicalProcess	"bp(GO:""protein farnesylation"")"
258	BiologicalProcess	"bp(MESH:""Cell Survival"")"
259	BiologicalProcess	"bp(GO:""superoxide anion generation"")"
260	BiologicalProcess	"bp(GO:""phagocytosis"")"
261	BiologicalProcess	"bp(GO:""mitophagy"")"
262	BiologicalProcess	"bp(GO:""axonal transport of mitochondrion"")"
263	BiologicalProcess	"bp(GO:""energy homeostasis"")"
264	BiologicalProcess	"bp(GO:""nucleocytoplasmic transport"")"
265	BiologicalProcess	"bp(GO:""negative regulation of NIK/NF-kappaB signaling"")"
266	BiologicalProcess	"bp(HP:""Autoimmune antibody positivity"")"
269	BiologicalProcess	"bp(GO:""spinal cord development"")"
271	BiologicalProcess	"bp(GO:""dopamine secretion"")"
274	BiologicalProcess	"bp(GO:""GO:0051935"")"
276	BiologicalProcess	"bp(GO:""actin rod assembly"")"
277	BiologicalProcess	"bp(GO:""mitochondrion localization"")"
278	BiologicalProcess	"bp(GO:""aggresome assembly"")"
279	BiologicalProcess	"bp(GO:""bile acid biosynthetic process"")"
280	BiologicalProcess	"bp(GO:""response to chloroquine"")"
288	BiologicalProcess	"bp(GOBP:""actin polymerization or depolymerization"")"
289	BiologicalProcess	"bp(GOBP:""multinuclear osteoclast differentiation"")"
292	BiologicalProcess	"bp(GOBP:""long-term synaptic potentiation"")"
293	BiologicalProcess	"bp(GOBP:""mitochondrial calcium ion transport"")"
294	BiologicalProcess	"bp(GOBP:""mitochondrion disassembly"")"
295	BiologicalProcess	"bp(GOBP:""generation of neurons"")"
296	BiologicalProcess	"bp(GOBP:""transmission of nerve impulse"")"
297	BiologicalProcess	"bp(PMIBP:""neurite retraction"")"
298	BiologicalProcess	"bp(GOBP:""learning"")"
299	BiologicalProcess	"bp(GOBP:""vasodilation"")"
300	BiologicalProcess	"bp(HP:""DNA binding"")"
301	BiologicalProcess	"bp(MESHD:""Insulin Resistance"")"
302	BiologicalProcess	"bp(GOBP:""positive regulation of cellular process"")"
303	BiologicalProcess	"bp(GOBP:""retrograde axon cargo transport"")"
304	BiologicalProcess	"bp(GOBP:""neuron remodeling"")"
305	BiologicalProcess	"bp(GOBP:""Wnt signaling pathway"")"
306	BiologicalProcess	"bp(GOBP:""stress fiber assembly"")"
307	BiologicalProcess	"bp(GO:""learning"")"
308	BiologicalProcess	"bp(GO:""locomotion"")"
309	BiologicalProcess	"bp(GO:""calcium ion homeostasis"")"
310	BiologicalProcess	"bp(CONSO:""PI3K-Akt signaling pathway"")"
311	BiologicalProcess	"bp(GO:""neuron differentiation"")"
312	BiologicalProcess	"bp(MESH:""Unfolded Protein Response"")"
313	BiologicalProcess	"bp(GO:""microtubule bundle formation"")"
314	BiologicalProcess	"bp(GO:""stress granule assembly"")"
316	BiologicalProcess	"bp(CONSO:""Proteostasis"")"
317	BiologicalProcess	"bp(GO:""DNA conformation change"")"
318	BiologicalProcess	"bp(MESH:""Glycolysis"")"
319	BiologicalProcess	"bp(GO:""evasion or tolerance of host defenses by virus"")"
320	BiologicalProcess	"bp(MESH:""Remyelination"")"
322	BiologicalProcess	"bp(CONSO:""amyloidogenesis"")"
324	BiologicalProcess	"bp(GO:""cellular response to heat"")"
325	BiologicalProcess	"bp(MESH:""Neurofibrillary Tangles"")"
326	BiologicalProcess	"bp(GO:""acetylcholine catabolic process"")"
327	BiologicalProcess	"bp(GO:""response to ischemia"")"
328	BiologicalProcess	"bp(GO:""SNARE complex assembly"")"
329	BiologicalProcess	"bp(MESH:""Protein Structure, Secondary"")"
331	BiologicalProcess	"bp(GO:""response to lipopolysaccharide"")"
337	BiologicalProcess	"bp(GOBP:""apoptotic process"")"
338	BiologicalProcess	"bp(MESHPP:""Apoptosis"")"
339	BiologicalProcess	"bp(MESHPP:""Lipid Peroxidation"")"
340	BiologicalProcess	"bp(GOBP:""macrophage activation"")"
341	BiologicalProcess	"bp(GOBP:""protein stabilization"")"
342	BiologicalProcess	"bp(GOBP:""ERK1 and ERK2 cascade"")"
343	BiologicalProcess	"bp(GOBP:""T cell differentiation"")"
344	BiologicalProcess	"bp(GOBP:""neuronal signal transduction"")"
345	BiologicalProcess	"bp(GOBP:""cell differentiation"")"
346	BiologicalProcess	"bp(GOBP:""regulation of synaptic plasticity"")"
347	BiologicalProcess	"bp(GOBP:""cellular response to oxidative stress"")"
348	BiologicalProcess	"bp(GOBP:""response to insulin"")"
350	BiologicalProcess	"bp(GOBP:""platelet aggregation"")"
351	BiologicalProcess	"bp(GOBP:""negative regulation of androgen receptor activity"")"
357	BiologicalProcess	"bp(NCIT:""Proteolysis"")"
358	BiologicalProcess	"bp(NCIT:""Aggregation"")"
370	BiologicalProcess	"bp(GO:""myelination"")"
371	BiologicalProcess	"bp(GO:""parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization"")"
372	BiologicalProcess	"bp(MESH:""Growth"")"
373	BiologicalProcess	"bp(GO:""angiogenesis"")"
374	BiologicalProcess	"bp(GO:""mitochondrial fragmentation involved in apoptotic process"")"
375	BiologicalProcess	"bp(GO:""neurofibrillary tangle assembly"")"
376	BiologicalProcess	"bp(GO:""long-term memory"")"
377	BiologicalProcess	"bp(GO:""oxidative phosphorylation"")"
378	BiologicalProcess	"bp(GO:""ERAD pathway"")"
379	BiologicalProcess	"bp(GO:""mitochondrial unfolded protein response"")"
380	BiologicalProcess	"bp(GO:""locomotory behavior"")"
381	BiologicalProcess	"bp(GO:""calcium import into the mitochondrion"")"
383	BiologicalProcess	"bp(GO:""neuron cellular homeostasis"")"
384	BiologicalProcess	"bp(GO:""regulation of cellular component movement"")"
387	BiologicalProcess	"bp(GO:""Fas signaling pathway"")"
388	BiologicalProcess	"bp(GO:""short-term memory"")"
389	BiologicalProcess	"bp(GO:""ATP metabolic process"")"
391	BiologicalProcess	"bp(GO:""circadian sleep/wake cycle, wakefulness"")"
392	BiologicalProcess	"bp(GO:""microglial cell activation involved in immune response"")"
395	BiologicalProcess	"bp(GO:""dorsal spinal cord development"")"
402	BiologicalProcess	"bp(GOBP:""immune response"")"
403	BiologicalProcess	"bp(GOBP:""membrane protein ectodomain proteolysis"")"
404	BiologicalProcess	"bp(GOBP:""ATP biosynthetic process"")"
405	BiologicalProcess	"bp(GOBP:""cell adhesion"")"
407	BiologicalProcess	"bp(GOBP:""T cell proliferation"")"
408	BiologicalProcess	"bp(GOBP:""synaptic transmission, cholinergic"")"
409	BiologicalProcess	"bp(GOBP:""hydroxymethylglutaryl-CoA reductase kinase activity"")"
410	BiologicalProcess	"bp(HP:""NMDA glutamate receptor activity"")"
411	BiologicalProcess	"bp(GOBP:""membrane lipid catabolic process"")"
412	BiologicalProcess	"bp(GOBP:""positive regulation of endocytosis"")"
413	BiologicalProcess	"bp(GOBP:""activation of GTPase activity"")"
415	BiologicalProcess	"bp(GOBP:""behavior"")"
416	BiologicalProcess	"bp(HP:""telomerase activity"")"
419	BiologicalProcess	"bp(GOBP:""actin crosslink formation"")"
420	BiologicalProcess	"bp(GOBP:""axon regeneration"")"
421	BiologicalProcess	"bp(GOBP:""gamma-aminobutyric acid receptor clustering"")"
422	BiologicalProcess	"bp(GOBP:""iron assimilation by chelation and transport"")"
423	BiologicalProcess	"bp(GO:""L-glutamate import"")"
424	BiologicalProcess	"bp(GO:""signal release from synapse"")"
425	BiologicalProcess	"bp(GO:""neuron-neuron synaptic transmission"")"
426	BiologicalProcess	"bp(GO:""dendritic spine morphogenesis"")"
427	BiologicalProcess	"bp(GO:""complement activation"")"
428	BiologicalProcess	"bp(GO:""lysosomal protein catabolic process"")"
429	BiologicalProcess	"bp(GO:""tubulin complex assembly"")"
430	BiologicalProcess	"bp(GO:""synapse maturation"")"
431	BiologicalProcess	"bp(GO:""motor learning"")"
432	BiologicalProcess	"bp(NCIT:""C17741"")"
433	BiologicalProcess	"bp(GO:""activation of immune response"")"
435	BiologicalProcess	"bp(GO:""transport across blood-brain barrier"")"
437	BiologicalProcess	"bp(GO:""peroxisome proliferator activated receptor signaling pathway"")"
440	BiologicalProcess	"bp(GO:""receptor clustering"")"
442	BiologicalProcess	"bp(GO:""neuron maturation"")"
444	BiologicalProcess	"bp(GO:""peptidyl-cysteine oxidation"")"
445	BiologicalProcess	"bp(GO:""amyloid-beta clearance by transcytosis"")"
446	BiologicalProcess	"bp(GO:""autophagosome membrane docking"")"
450	BiologicalProcess	"bp(GOBP:""beta-amyloid clearance"")"
455	BiologicalProcess	"bp(GOBP:""dendritic cell migration"")"
456	BiologicalProcess	"bp(MESHF:""Memory, Short-Term"")"
457	BiologicalProcess	"bp(GOBP:""response to reactive oxygen species"")"
458	BiologicalProcess	"bp(GOBP:""zinc ion homeostasis"")"
459	BiologicalProcess	"bp(GOBP:""cholesterol efflux"")"
460	BiologicalProcess	"bp(GOBP:""negative regulation of insulin receptor signaling pathway"")"
461	BiologicalProcess	"bp(GOBP:""wound healing"")"
462	BiologicalProcess	"bp(GOBP:""stress response to copper ion"")"
465	BiologicalProcess	"bp(HP:""calcium channel activity"")"
466	BiologicalProcess	"bp(GOBP:""synaptic vesicle to endosome fusion"")"
467	BiologicalProcess	"bp(GOBP:""potassium ion import"")"
468	BiologicalProcess	"bp(CBP:""glutamate excitotoxicity"")"
469	BiologicalProcess	"bp(GOBP:""viral entry into host cell"")"
470	BiologicalProcess	"bp(GO:""immune response"")"
471	BiologicalProcess	"bp(GO:""cytokine production"")"
487	BiologicalProcess	"bp(GO:""blood vessel development"")"
488	BiologicalProcess	"bp(MESH:""Transendothelial and Transepithelial Migration"")"
490	BiologicalProcess	"bp(GO:""T cell antigen processing and presentation"")"
491	BiologicalProcess	"bp(GO:""excitatory postsynaptic potential"")"
492	BiologicalProcess	"bp(GO:""astrocyte development"")"
493	BiologicalProcess	"bp(GO:""protein K48-linked ubiquitination"")"
495	BiologicalProcess	"bp(GO:""response to type I interferon"")"
498	BiologicalProcess	"bp(GO:""T-helper 2 cell cytokine production"")"
499	BiologicalProcess	"bp(GO:""positive regulation of calcium ion import"")"
501	BiologicalProcess	"bp(GO:""cell cycle arrest"")"
502	BiologicalProcess	"bp(GO:""Hsp90 deacetylation"")"
503	BiologicalProcess	"bp(GO:""positive regulation of voltage-gated calcium channel activity"")"
504	BiologicalProcess	"bp(MESH:""D017774"")"
506	BiologicalProcess	"bp(GO:""membrane hyperpolarization"")"
507	BiologicalProcess	"bp(MESH:""Membrane Potentials"")"
509	BiologicalProcess	"bp(GO:""response to amino acid starvation"")"
510	BiologicalProcess	"bp(GO:""glycosaminoglycan catabolic process"")"
511	BiologicalProcess	"bp(GO:""histone acetylation"")"
512	BiologicalProcess	"bp(GOBP:""macrophage cytokine production"")"
518	BiologicalProcess	"bp(GOBP:""electron transport chain"")"
519	BiologicalProcess	"bp(GOBP:""positive regulation of mitochondrial translation in response to stress"")"
521	BiologicalProcess	"bp(GOBP:""regulation of natural killer cell apoptotic process"")"
523	BiologicalProcess	"bp(GOBP:""axon guidance"")"
524	BiologicalProcess	"bp(GOBP:""adrenergic receptor signaling pathway"")"
525	BiologicalProcess	"bp(GOBP:""regulation of catalase activity"")"
526	BiologicalProcess	"bp(GOBP:""iron ion homeostasis"")"
527	BiologicalProcess	"bp(PMIBP:""alpha synuclein fibrillation"")"
528	BiologicalProcess	"bp(GOBP:""stem cell proliferation"")"
529	BiologicalProcess	"bp(GOBP:""necrotic cell death"")"
530	BiologicalProcess	"bp(PTS:""ERK cascade"")"
531	BiologicalProcess	"bp(MESHPP:""Gene Transfer, Horizontal"")"
532	BiologicalProcess	"bp(GO:""social behavior"")"
533	BiologicalProcess	"bp(GO:""canonical Wnt signaling pathway"")"
534	BiologicalProcess	"bp(GO:""anterograde axonal protein transport"")"
535	BiologicalProcess	"bp(GO:""calcium ion import into cytosol"")"
536	BiologicalProcess	"bp(GO:""stress-activated protein kinase signaling cascade"")"
537	BiologicalProcess	"bp(GO:""chromatin organization"")"
541	BiologicalProcess	"bp(GO:""response to drug"")"
542	BiologicalProcess	"bp(GO:""neuron-glial cell signaling"")"
544	BiologicalProcess	"bp(GO:""sphingosine-1-phosphate receptor signaling pathway"")"
545	BiologicalProcess	"bp(MESH:""Neuronal Plasticity"")"
546	Abundance	"a(MESHA:""Microglia"")"
547	Abundance	"a(PUBCHEM:""3086007"")"
548	Abundance	"a(CHEBI:""vitamin E"")"
550	Abundance	"a(CHEBI:""fisetin"")"
553	Abundance	"a(CHEBI:""lipopolysaccharide"")"
554	Abundance	"a(CHEBI:""Geniposide"")"
556	Abundance	"a(MESHC:""Copper"")"
558	Abundance	"a(PUBCHEM:""2880983"")"
561	Abundance	"a(CHEBI:""sialic acid"",loc(MESHA:""Neurons""))"
566	Abundance	"a(CHEBI:""nitrate"")"
568	Abundance	"a(CHEBI:""44932"")"
571	Abundance	"a(PUBCHEM:""355052570"")"
572	Abundance	"a(CHEBI:""amyloid-beta"")"
573	Abundance	"a(PUBCHEM:""6440944"")"
575	Abundance	"a(CHEBI:""losartan"")"
577	Abundance	"a(CONSO:""CONSO00021"")"
578	Abundance	"a(MESH:""Cholinergic Neurons"")"
582	Abundance	"a(CHEBI:""sulforaphane"")"
585	Abundance	"a(CHEBI:""morphine"")"
586	Abundance	"a(CHEBI:""112284"")"
587	Abundance	"a(PUBCHEM:""3108148"")"
590	Abundance	"a(MESHA:""Monocytes"")"
592	Abundance	"a(MESH:""Autophagy-Related Proteins"",loc(GO:""phagophore assembly site""))"
595	Abundance	"a(CHEBI:""1D-chiro-inositol"")"
596	Abundance	"a(CHEBI:""N-oleoyldopamine"")"
597	Abundance	"a(CHEBI:""doxycycline"")"
602	Abundance	"a(CHEBI:""transfer RNA"")"
603	Abundance	"a(CHEBI:""allyl isothiocyanate"")"
604	Abundance	"a(CHEBI:""1H-pyrazole"")"
605	Abundance	"a(CHEBI:""Bombesin"")"
607	Abundance	"a(MESH:""Autophagosomes"")"
611	Abundance	"a(PUBCHEM:""6913994"")"
612	Abundance	"a(CHEBI:""linsidomine"")"
614	Abundance	"a(CHEBI:""leukotriene B4"")"
618	Abundance	"a(MESH:""Neurofibrillary Tangles"")"
621	Abundance	"a(CC:""GI254023X"")"
623	Abundance	"a(CHEBI:""polyamine"")"
624	Abundance	"a(CHEBI:""manganese(II) chloride"")"
625	Abundance	"a(CHEBI:""sirolimus"")"
627	Abundance	"a(MESH:""BSc 3094"")"
629	Abundance	"a(MESH:""Paraquat"")"
631	Abundance	"a(CHEBI:""wortmannin"")"
635	Abundance	"a(CHEBI:""docosahexaenoic acid"")"
636	Abundance	"a(MESH:""jasplakinolide"")"
642	Abundance	"a(PUBCHEM:""9821250"")"
643	Abundance	"a(CHEBI:""quetiapine"")"
645	Abundance	"a(CHEBI:""Guanabenz"")"
646	Abundance	"a(PUBCHEM:""329970430"")"
649	Abundance	"a(MESH:""Denervation"")"
650	Abundance	"a(CONSO:""LDN-213843"")"
651	Abundance	"a(CHEBI:""flavonoids"")"
653	Abundance	"a(PUBCHEM:""25195348"")"
656	Abundance	"a(CHEBI:""ATP"")"
658	Abundance	"a(CHEBI:""salsalate"")"
660	Abundance	"a(CHEBI:""N-methyl-D-aspartic acid"")"
662	Abundance	"a(CHEBI:""celastrol"")"
664	Abundance	"a(PUBCHEM:""49850262"")"
667	Abundance	"a(CHEBI:""dobutamine"")"
673	Abundance	"a(CONSO:""Tau antibody, 6C5"")"
674	Abundance	"a(CHEBI:""ketanserin"")"
676	Abundance	"a(MESHA:""Leukocytes"",loc(MESHA:""Spleen""))"
677	Abundance	"a(GO:""endosome"")"
680	Abundance	"a(NNS:""YENPTY endocytosis motif (APP)"")"
681	Abundance	"a(PUBCHEM:""9804992"")"
682	Abundance	"a(CHEBI:""leptomycin B"")"
689	Abundance	"a(MESHC:""Chemokines"")"
690	Abundance	"a(PUBCHEM:""71729974"")"
691	Abundance	"a(MESH:""Inclusion Bodies"")"
694	Abundance	"a(CC:""GW3965"")"
696	Abundance	"a(MESH:""Deubiquitinating Enzymes"")"
698	Abundance	"a(CHEBI:""methylglyoxal"")"
699	Abundance	"a(PUBCHEM:""9880"")"
702	Abundance	"a(CHEBI:""amyloid-beta"",loc(MESHA:""Cerebral Cortex""))"
704	Abundance	"a(CHEBI:""fluphenazine"")"
706	Abundance	"a(CHEBI:""peptide"")"
707	Abundance	"a(PUBCHEM:""5833"")"
708	Abundance	"a(MESH:""Anti-Inflammatory Agents"")"
709	Abundance	"a(MESHA:""Pluripotent Stem Cells"")"
713	Abundance	"a(CHEBI:""azaperone"")"
714	Abundance	"a(MESH:""4'-azidothymidine"")"
717	Abundance	"a(CHEBI:""phenethyl caffeate"")"
721	Abundance	"a(PUBCHEM:""9576811"")"
722	Abundance	"a(CHEBI:""thiazolidinediones"")"
727	Abundance	"a(CHEBI:""acetyl-CoA"")"
732	Abundance	"a(CHEBI:""amantadine"")"
735	Abundance	"a(MESHA:""Oligodendroglia"")"
737	Abundance	"a(TAXONOMY:""92736"")"
